countryname,countrycode,continent,gdpcap,bsc_fem,bsc_mal,bsc_tot,popdens,urbpop,co2intens,forest,natresource,femparl,drinkwater,sanitation,healthexp,healthexpcap,doctors,nurses,lifexp_fem,lifexp_tot,lifexp_mal,infmort_tot,infmort_mal,infmort_fem,suicide_mal,suicide_fem,popgrowth,birthrate,deathrate,oldagedep,sexratio,totpop,tfr,contracep,hiv,internet,mobiles,gini,top10p,povrat,povgap215,povgap685,povgap365,hom_tot,hom_fem,hom_mal,armyexp,ptemp_fem,ptemp_mal,ptemp_tot,femmanage,emprat_fem,emprat_mal,emprat_tot,emp_serv,emp_indu,emp_agri,lfp_fem,lfp_mal,unemploy
Marshall Islands,MHL,Oceania,3612.6023,,,,326.61667,77.417,.84750354,52.222221,0,6.060606,,,16.3414,592.61237,,,,,,26.299999,29.299999,23,,,.64674336,,,,,58791,,,,1.7009406,27.21505,35.5,27.5,,.2,8.6999998,1.3,,,,,,,,,,,,,,,,,
Mauritania,MRT,Africa,1620.9967,,,,4.3908973,54.507,.53843021,.30881923,2.6735051,20.261438,,,3.3032973,187.0527,,,66.514999,64.925003,63.305,50.200001,55.400002,44.599998,4,2.2,2.7414834,33.262001,7.118,5.5416579,1.05,4525698,4.5029998,,.40000001,.23896877,104.09007,,,,,,,,,,1.9806632,,,,,24.624001,56.426998,40.462002,51.560001,17.610001,30.83,29.07,63.869999,10.393
Mauritius,MUS,Africa,10643.771,,,,623.50293,40.765999,.30953231,19.078817,.0024426375,20,,,6.1994371,1475.9573,,,77.559998,74.235855,71.07,14.3,15.8,12.7,16.299999,2.8,.032240044,10.2,8.8000002,16.961327,1.0420001,1265711,1.4,,1.4,24.195301,147.01482,,,,,,,2.1265368,.93356299,3.3494372,.1559383,42.029999,29.639999,34.41,,40.825001,68.775002,54.534,70.349998,23.68,5.9699998,52.810001,79.510002,6.3299999
Mexico,MEX,North America,9819.5332,,,,65.626961,80.444,.35863215,33.858818,2.3314886,48.200001,42.938961,54.881721,5.4330525,1110.9443,,2.3645999,77.878998,75.054001,72.203003,12.2,13.4,10.9,8.5,2.2,1.0913669,17.297001,6.0819998,11.169969,1.05,127575528,2.1029999,,.40000001,15.169881,95.657211,,,,,,,28.736702,5.9734116,52.128574,.5234825,36.619999,19.15,25.98,35.599998,42.977001,74.205002,58.008999,61.970001,25.549999,12.48,49.130001,82.379997,3.48
"Micronesia, Fed. Sts.",FSM,Oceania,2921.1455,,,,162.58714,22.812,.541421,91.985718,.014142511,0,,,11.44208,364.20901,,2.1529,69.596001,67.883003,66.232002,21.5,24.4,18.4,43.200001,12.7,1.0342286,22.712,6.6149998,6.5156541,1.056,113811,3.01,,,4.3930941,20.208233,,,,,,,.87864971,1.7875018,0,,,,,,,,,,,,,,
Moldova,MDA,Europe,3435.4819,22.203581,17.498581,20.05254,92.782204,42.726002,.96772742,11.752757,.25050917,25.742575,73.743172,,6.3779459,860.1947,2.5585999,3.9329,76.156998,71.901001,67.624001,12.7,14.1,11.2,26.1,4.0999999,-1.6095076,9.9300003,11.694,16.662424,1.058,2664974,1.2690001,,.80000001,16.583883,89.379448,26,22,,0,2.5999999,.1,2.9926362,1.4249007,4.695931,.35507303,,,,,36.463001,44.168999,40.105,57.32,21.719999,20.959999,44.830002,49.619999,5.0999999
Monaco,MCO,Europe,181709.34,,,,19223.977,100,,0,0,33.333332,100,100,1.5251174,3079.9146,,,,,,2.5,2.8,2.3,,,.73407584,,,,,38967,,,,52.551071,86.70311,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,4394.9883,,,,2.0710545,68.542999,1.627563,9.1018248,15.509993,17.333334,29.691257,54.529522,3.7660782,484.38678,,,74.141998,69.870003,65.799004,13.8,15.4,12.1,30.700001,5.4000001,1.7185328,23.361,6.335,6.4439034,1.03,3225166,2.8670001,,.1,9.8387775,137.01366,,,,,,,6.3562622,2.4461331,10.377802,.70760953,8.7399998,6.1900001,7.4000001,43,50.643002,64.101997,57.200001,53.110001,21.58,25.32,58.869999,74.059998,5.4390001
Montenegro,MNE,Europe,7684.1802,,,,46.247437,67.150002,.5439586,61.486988,.52973211,28.395061,85.013222,45.626987,8.3298321,1983.6129,,,79.5,76.68293,74,2.0999999,2.3,2,31.700001,10.4,-.031987011,11.6,10.6,23.155315,1.0700001,622028,1.77,,.1,28.468901,183.28374,,,30.5,,,,3.6624904,1.5748924,5.7969894,1.4010698,6.8299999,7.3200002,7.0999999,28.200001,42.098999,55.673,48.73,73.440002,19.41,7.1500001,59.07,73.470001,15.12
Morocco,MAR,Africa,3044.9063,,,,81.720291,62.993999,.63353837,12.84358,.34196848,20.506329,78.370369,39.00631,5.3084512,424.50296,,,77.894997,76.68,75.422997,16.700001,18.4,14.9,9.6999998,4.6999998,1.2211787,18.5,5.0570002,11.106728,1.0599999,36471768,2.382,,.1,4.8019085,127.953,,,,,,,1.719138,.6366064,2.8187599,3.099936,,,,,20.728001,62.573002,41.222,43.66,23.09,33.25,23.370001,74.900002,9.2799997
Mozambique,MOZ,Africa,598.81372,,,,38.614975,36.528,.41245952,47.007946,12.425691,41.200001,,,7.8335114,104.81995,.084600002,.4727,63.671001,60.854,57.782001,54.299999,58.200001,50.099998,22,5.6999998,2.9070013,37.166,8.2080002,5.4564009,1.017,30366044,4.783,,,.23043838,48.650948,,,,,,,,,,1.419987,,,,,75.463997,76.927002,76.155998,21.190001,8.5900002,70.220001,77.93,78.769997,3.4660001
Myanmar,MMR,Asia,1548.4565,10.5911,7.7851,9.34653,82.802856,30.851999,.43877789,44.175884,5.5792594,11.316398,57.583626,60.767666,4.6785641,226.83073,.73689997,1.0821,70.119003,67.134003,64.045998,36.099998,39.900002,32.099998,4.9000001,1.1,.62569541,17.396999,8.2150002,8.8311453,1.03,54045424,2.138,,.80000001,.89897162,151.62338,,,,,,,,,,2.0949879,15.28,12.58,13.72,34.099998,45.362,74.514,59.193001,34.209999,16.940001,48.849998,50.169998,80.010002,.5
Namibia,NAM,Africa,4504.6172,,,,3.0299456,51.042,.3755492,8.1501169,1.4413042,42.708332,,,8.4970055,867.34833,,,66.515999,63.708,60.685001,30.9,34,27.700001,16.700001,3.2,1.8704023,28.152,7.8940001,6.0653968,1.01,2494524,3.3440001,,12.4,2.5381134,113.19387,,,,,,,,,,3.0929327,,,,,45.033001,49.400002,47.110001,61.75,16.4,21.85,57.209999,64.220001,19.988001
Nauru,NRU,Oceania,8325.9014,,,,538.20001,100,.66949338,0,0,10.526316,,,9.7817163,1389.7325,,,,,,24.6,27.1,21.9,,,.80216825,,,,,10764,,,,,92.971367,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,Asia,1069.7891,,,,199.57248,20.153,.43946648,41.590721,.44296736,32.727272,19.178307,45.516781,4.4451509,176.95505,.80909997,3.3046999,72.208,70.778,69.259003,24.5,26.700001,22.200001,16.4,2.7,1.8094425,19.577999,6.322,8.9448261,1.0650001,28608716,1.876,44.200001,.1,3.6037977,135.25951,,,17.4,,,,,,,1.3765951,,,,,80.064003,81.698997,80.777,20.52,15.11,64.379997,85.300003,86.110001,3.0969999
Netherlands,NLD,Europe,48443.73,,,,515.14325,91.875999,.17416236,10.94654,.2490176,31.333334,99.973412,97.496941,10.130311,6248.1519,,,83.699997,82.112198,80.599998,3.5,3.9000001,3.2,15.5,8.3000002,.65507156,9.8000002,8.8000002,30.390574,1.052,17344874,1.5700001,,.2,43.624691,127.28452,29.200001,23.9,16.5,0,.1,.1,.63753414,.48938,.78686202,1.32293,75.199997,39.43,56.150002,26,57.791,67.484001,62.59,81.809998,16.110001,2.0799999,76.610001,85.18,3.3800001
New Caledonia,NCL,Oceania,,,,,14.841356,71.103996,,45.849014,.012474564,,96.411118,,,,,,80.400002,77.634148,75,,,,,,.23987465,14,5.8000002,13.834644,1.05,271300,1.9400001,,,19.451813,91.954025,,,,,,,,,,,38.099998,24.24,30.620001,,49.636002,59.210999,54.431,75.260002,22.870001,1.87,65.739998,76.589996,14.91
New Zealand,NZL,Oceania,40599.031,,,,18.91003,86.614998,.16824082,37.467319,1.5219846,40.833332,100,81.370033,9.7411766,4439.3496,,,83.5,81.707314,80,4.0999999,4.4000001,3.7,16.5,5.8000002,1.5911589,11.96,6.8699999,24.820129,1.0549999,4979200,1.72,,.1,35.49052,124.00004,,,,,,,2.6342957,1.110243,3.6577659,1.4260342,51.43,27.82,39.099998,,62.956001,72.610001,67.650002,74.870003,19.290001,5.8400002,76.75,85.169998,4.1100001
Nicaragua,NIC,North America,1982.6285,,,,54.391747,58.759998,.40378192,29.146833,1.259863,44.565216,55.443436,,8.4039259,474.5192,,,77.982002,74.485001,70.944,14.3,16,12.5,6.9000001,1.9,1.2297591,20.215,5.0749998,8.4375191,1.05,6545503,2.3770001,,.30000001,3.3246953,88.433739,,,,,,,7.8679972,1.5966169,14.321212,.60687566,,,,,45.652,78.505997,61.560001,53.16,16.24,30.6,52.860001,86.940002,5.211
Niger,NER,Africa,523.88422,,,,18.402716,16.517,.17605464,.86217731,6.1871161,16.959064,,15.808614,5.6686306,72.483231,,,63.620998,62.419998,61.280998,46.700001,50.900002,42.299999,7.1999998,3.3,3.7942066,45.637001,8.033,5.4597349,1.05,23310720,6.8239999,,.2,.047188599,51.988968,,,,,,,,,,2.6510439,,,,,62.042,84.293999,73.084999,20.75,6.71,72.540001,62.369999,84.550003,.55400002
Nigeria,NGA,Africa,2502.6523,,,,220.65242,51.157001,.22921132,23.925085,9.3569317,3.3802817,21.318064,29.904514,3.0266604,162.31247,,1.5007,55.618999,54.687,53.789001,74,80.400002,67.199997,5,1.9,2.564872,37.445999,11.63,5.1206174,1.059,200963600,5.3169999,,1.4,.04148015,91.853577,,,,,,,21.994032,,,.45917052,36.830002,28.040001,31.889999,31.4,45.429001,54.978001,50.235001,53.029999,12,34.970001,49.34,63.84,8.5299997
North Macedonia,MKD,Europe,5386.2002,,,,82.34314,58.208,.74203277,39.710152,.51501524,39.166668,76.782379,12.184403,7.2540998,1313.5571,,,78.599998,76.60244,74.699997,6,6.3000002,5.5999999,13.9,4.8000002,.022971839,9.6000004,9.8000002,20.26067,1.0599999,2076694,1.34,14,,21.805084,92.203064,,,39.900002,,,,1.151931,.38418946,1.9188242,1.1645942,17.52,12.6,14.58,28.200001,36.678001,55.223,45.896,54.950001,31.129999,13.92,54.650002,77.160004,17.26
Northern Mariana Islands,MNP,Oceania,18141.883,,,,124.37608,91.708,,52.95652,0,,90.639175,,,,,,,,,,,,,,.56791443,13.2,4,,,57213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Europe,76005.227,34.351158,24.157249,29.28993,14.647998,82.615997,.088444844,33.339909,6.9257345,40.828403,98.718071,65.038925,10.521347,7217.3867,4.8850002,18.3493,84.699997,82.958534,81.300003,1.9,2.0999999,1.7,15.8,7.6999998,.67506135,10.2,7.5999999,26.445429,1.058,5347896,1.53,,.1,42.027611,107.38025,27.700001,22.4,16.1,.1,.2,.2,.52055651,.60104126,.44169417,1.8530817,58.369999,41.240002,49.310001,32.700001,60.048,63.551998,61.812,78.540001,19.42,2.04,75.610001,80.599998,3.6900001
Oman,OMN,Asia,16694.133,,,,16.074287,85.443001,.91543758,.0080775442,26.662861,2.3255813,90.267761,,4.0719023,1160.7778,1.9301,4.085,80.343002,77.861,76.126999,9.5,10.5,8.5,6.8000002,1,2.9685791,18.513,2.4219999,3.259002,1.05,4974992,2.842,,.1,10.244207,138.23212,,,,,,,.46231231,.35491535,.51759076,8.6376915,,,,,27.580999,87.803001,69.887001,63.990002,32.009998,3.99,37.82,85.080002,1.848
Pakistan,PAK,Asia,1497.9868,,,,280.93259,36.907001,.58743209,4.8869343,1.1383449,20.234604,35.764,,3.3799272,165.55055,1.1179,.48320001,68.287003,67.273003,66.336998,55.700001,60.700001,50.400002,13.3,4.3000002,2.0229671,27.841,6.8930001,7.1299548,1.087,216565312,3.454,,.1,.94188118,76.376884,,,,,,,3.764684,,,4.1088161,48.619999,5.3600001,15.1,6.3000002,20.525999,76.377998,49.145,38.130001,24.959999,36.919998,22.629999,84.790001,3.5420001
Palau,PLW,Oceania,14754.603,,,,39.13261,80.470001,.94127357,89.847824,0,12.5,91.177544,,15.150489,2901.9253,,,,,,16.200001,18,14.3,,,.50122625,11.2,10.2,,,18001,,,,,133.27409,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,North America,15073.001,22.341311,16.63147,19.62982,57.245079,68.058998,.20841603,56.959423,.31595212,21.12676,,,7.5840578,2490.9478,1.6324,3.2054999,81.755997,78.505997,75.420998,12.8,14.1,11.4,4.6999998,1,1.6519301,18.705,5.1079998,12.808831,1.05,4246440,2.437,,,12.613651,137.1897,49.799999,38,,.40000001,4.3000002,1.1,10.526464,2.216975,18.810835,0,33.740002,25.190001,28.76,,50.638,74.347,62.423,67.879997,17.719999,14.41,60.040001,84.209999,4.7259998
Papua New Guinea,PNG,Oceania,2816.7188,,,,19.37932,13.25,.30663604,79.250298,12.525213,0,,,2.3003609,104.61089,.066100001,.45289999,65.82,64.500999,63.271,36.200001,39.200001,33.099998,4.3000002,1.6,1.9537001,26.792999,7.3520002,5.7527151,1.08,8776119,3.52,,.89999998,.22789143,51.674381,,,,,,,,,,.36228126,,,,,46.162998,46.907001,46.540001,30.629999,13.23,56.150002,47.970001,48.860001,2.4489999
Paraguay,PRY,South America,5774.166,16.835991,11.00797,13.99211,17.731283,61.879002,.20183438,41.232319,1.3165932,15,64.018929,59.520126,7.1728101,950.14349,,,76.396004,74.253998,72.263,16.700001,18.4,14.9,8.6999998,3.2,1.2652386,20.341,5.539,10.312832,1.05,7044639,2.405,,.30000001,5.8510618,110.18097,45.700001,35.200001,26.75,.2,6.1999998,1.3,7.8641362,1.5590035,13.963017,.96822512,41.310001,26.34,32.540001,,55.080002,79.806,67.619003,63.139999,18.139999,18.719999,63.759998,88.099998,6.5900002
Peru,PER,South America,6613.8765,,,,25.398798,78.098999,.26392871,56.643124,4.1469088,30,50.988152,50.296337,5.2150688,711.62537,,,79.507004,76.736,74.059998,10.3,11.3,9.3000002,4.1999998,1.4,1.6161567,17.756001,5.579,12.649922,1.05,32510462,2.233,55.599998,.40000001,8.5633993,122.55939,41.599998,31.1,,.80000001,10.4,3,,,,1.1927732,42.939999,25.84,33.57,,67.425003,82.222,74.745003,57.43,15.2,27.370001,74.07,88.07,3.3800001
Philippines,PHL,Asia,3664.7908,27.01022,21.78455,24.411791,362.60062,47.148998,.36701387,23.992018,.72780806,27.960526,47.231548,59.450348,4.0767665,379.2366,,5.4439001,75.504997,71.231003,67.263,21.5,23.9,19,3.0999999,1.2,1.3644962,20.166,5.9200001,8.2776337,1.0599999,108116624,2.526,,.2,5.4756498,154.76108,,,,,,,4.406353,.80482447,7.9736986,.92026311,27.889999,23.530001,25.219999,29.299999,45.325001,71.001999,58.109001,58.029999,19.120001,22.860001,49.130001,75.239998,2.24
Poland,POL,Europe,15016.673,,,,124.0256,60.036999,.51766735,30.939857,.6785149,28.695652,98.32518,90.484848,6.446825,2206.5356,,,81.900002,77.904877,74.099998,3.8,4.0999999,3.5,20.1,3.0999999,-.024427107,9.8999996,10.8,27.162695,1.056,37965476,1.4400001,,,20.687305,127.72709,,,18.200001,,,,.66776162,.40968427,.94223815,1.9757464,32.369999,20.25,25.66,41.200001,46.396,62.995998,54.356998,58.709999,32.130001,9.1499996,63.509998,78.120003,3.28
Portugal,PRT,Europe,21617.412,23.223631,17.78618,20.72377,112.28858,65.764,.20075338,36.154995,.18387459,38.695652,95.361046,84.958229,9.5314598,3517.7234,,,84.800003,81.675613,78.699997,2.8,3.0999999,2.5999999,17.9,5.6999998,.023733495,8.3999996,10.9,34.720089,1.0599999,10286263,1.4299999,,.5,38.799397,116.46326,32.799999,26,,.1,.40000001,.1,.87031537,,,1.8357698,32.799999,24.719999,28.68,37,50.861,60.652,55.431999,69.830002,24.68,5.5,73.040001,78.690002,6.46
Puerto Rico,PRI,North America,30191.932,,,,360.05569,93.575996,,55.900787,0,,99.863335,32.509159,,,,,83.498001,79.928513,76.528999,,,,,,.010646546,6.4000001,9.1940002,30.756462,1.053,3193694,.98199999,,,20.792982,114.95056,,,,,,,20.658594,2.4652305,40.805595,,,,,,30.243,44.946999,37.105,83.699997,15.21,1.09,42.57,58.619999,8.3000002
Qatar,QAT,Asia,59149.34,,,,246.48137,99.188004,.54902506,0,17.332314,9.7560978,96.182785,97.199997,2.9106288,2736.825,,,82.010002,80.226997,79.141998,5.3000002,5.5999999,4.9000001,7.1999998,1.7,1.7952466,9.3850002,1.244,1.7944679,1.045,2832071,1.846,,.1,10.051987,138.32904,,,,,,,.38840833,0,.51557964,,,,,,58.221001,96.127998,88.221001,45.139999,53.700001,1.17,57.889999,95.449997,.1
Romania,ROU,Europe,11221.708,,,,84.195274,54.084,.34018299,30.115829,.85417753,21.884499,81.957703,82.338722,5.7444782,1906.5861,,,79.5,75.607315,71.900002,5.8000002,6.4000001,5.3000002,16.5,3.3,-.52681482,10.3,13.4,28.627691,1.058,19371648,1.77,,.2,27.251984,117.07471,34.799999,24.5,31.200001,.80000001,4.5999999,1.8,1.260034,.71383536,1.8368521,1.8425119,15.89,10.69,12.92,34.200001,44.061001,62.601002,52.984001,48.689999,30.07,21.24,59.130001,78.199997,3.9100001
Russian Federation,RUS,Europe,9958.4609,,,,8.8176956,74.586998,1.1656049,49.784336,12.994998,15.777778,76.007706,60.654217,5.6484914,1704.0397,,,78.169998,73.0839,68.239998,4.6999998,5.1999998,4.1999998,43.599998,9.1000004,-.049568664,10.1,12.3,22.6126,1.057,144406256,1.5039999,,,22.524923,164.38763,37.700001,30.200001,,0,.80000001,.1,7.6793218,3.7319858,12.245029,3.8321157,,,,42,52.916,67.269997,59.410999,67.379997,26.790001,5.8299999,68.970001,79.370003,4.5
Rwanda,RWA,Africa,885.63806,,,,511.83374,17.313,.11893162,11.147142,3.7767811,61.25,12.05466,,6.4106674,145.73892,.1182,.94800001,71.132004,69.024002,66.820999,31.1,34.099998,28,8.1999998,3,2.6073136,31.249001,5.1230001,5.2936249,1.026,12626938,3.99,,2.5999999,.070365369,76.491539,,,,,,,,,,1.2396451,48.560001,43.389999,45.759998,,82.962997,82.055,82.523003,29.08,8.6300001,62.290001,84.400002,83.739998,1.098
Samoa,WSM,Oceania,4504.9194,,,,70.896759,18.056,.33788043,58.327339,.23964901,10,46.230122,47.698788,6.3630939,433.19247,,3.4398999,75.463997,73.320999,71.323997,15,16.5,13.4,18,6.6999998,.49081913,24.1,5.2020001,8.6240387,1.08,197093,3.8299999,,,.85846055,42.61861,,,,,,,,,,,,,,,28.191999,50.444,39.687,44.91,24.889999,30.209999,33.540001,58.169998,8.4060001
San Marino,SMR,Europe,44552.184,,,,564.40002,97.367996,,16.666666,0,25,100,70.371498,6.3900852,4057.1619,,,,,,1.6,1.8,1.5,,,.23651856,6.6999998,7.1999998,,,33864,,,,32.725929,114.44182,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Africa,1672.8961,,,,224.00833,73.598,.41695279,54.708332,2.0467949,14.545455,35.828339,33.535912,5.5297623,226.80826,,,72.814003,70.385002,67.980003,13.5,15,11.9,2.2,.80000001,1.8851478,31.152,4.7610002,5.3927674,1.03,215048,4.2670002,46,.60000002,.76352209,77.078064,,,,,,,,,,,,,,,30.427999,63.215,46.715,62.919998,17.940001,19.139999,43.599998,76.169998,14.144
Saudi Arabia,SAU,Asia,19817.811,,,,15.941149,84.065002,.77125466,.45448413,25.171154,19.86755,,57.848873,5.6882877,2789.5598,,5.8174,76.759003,75.133003,73.934998,6.3000002,6.4000001,6.0999999,8.8999996,2,1.6647767,17.297001,3.5050001,4.7585506,1.03,34268528,2.2750001,24.4,,19.848967,120.51475,,,,,,,.83166689,,,7.812685,,,,,21.023001,78.446999,55.487999,72.790001,24.799999,2.4100001,23.309999,80.709999,5.6729999
Senegal,SEN,Africa,1384.397,,,,84.643234,47.653,.47073144,42.113747,2.7687538,41.81818,,23.764269,4.1322694,144.80397,.088100001,.54040003,69.917999,67.941002,65.757004,29.799999,33.200001,26.200001,9.1999998,3,2.7499621,33.952,5.5960002,5.7313762,1.036,16296362,4.5560002,25.5,.30000001,.93301183,109.72137,,,,,,,,,,1.5134792,75.32,56.919998,63.849998,21,33.542,55.671001,44.019001,56.779999,13.12,30.1,36.439999,58.889999,2.8599999
Serbia,SRB,Europe,6567.9097,16.288589,14.66973,15.51527,79.410416,56.259998,1.0073292,31.125315,1.2266693,37.651821,75.005241,18.229486,8.6720648,1686.0693,,,78.599998,75.936584,73.400002,4.9000001,5.4000001,4.4000001,16.6,6.3000002,-.53661001,9.3000002,14.6,28.516306,1.068,6945235,1.52,21.299999,.1,23.442459,122.04774,34.5,26,31.700001,1.2,4.5999999,2,1.0259651,.648076,1.4194484,2.2161057,23.24,17.709999,20.16,33.599998,41.849998,56.5,48.953999,56.959999,27.43,15.61,61.029999,74.150002,10.39
Seychelles,SYC,Africa,16989.959,,,,212.22826,57.118999,.36777014,73.260872,.1037323,21.212122,,,5.1902914,1468.7208,,,78.400002,74.046341,69.900002,12.3,13.1,11.4,14.4,1.4,.88792527,16.4,8.1000004,11.402065,1.0599999,97625,2.3599999,,,27.59799,198.15222,,,,,,,10.231121,,,1.3353612,10.1,10.35,10.27,47.299999,,,,,,,,,
Sierra Leone,SLE,Africa,649.76031,,,,108.24615,42.484001,.1772801,35.392216,7.4788413,12.328767,10.261514,13.781752,8.7497663,156.99834,,,55.494999,54.695999,53.853001,82.400002,88.800003,75.800003,8.3000002,5.0999999,2.1090381,32.879002,11.512,5.2331743,1.018,7813207,4.1690001,20.9,1.5,,86.133606,,,,,,,,,,.73496771,,,,,54.667999,53.212002,53.943001,38.759998,6.7600002,54.490002,59.220001,58.389999,4.6490002
Singapore,SGP,Asia,61340.168,30.7934,34.09547,32.369652,7965.8784,100,.13542643,21.997208,.00016144764,23,100,100,4.0815291,4102.2734,,,85.900002,83.595123,81.400002,2,2.0999999,1.8,15,7.0999999,1.1442833,8.8000002,5,16.46373,1.073,5703569,1.14,,.2,25.911659,155.6474,,,,,,,.20674175,.25306234,.16456972,2.8653469,15.17,8.1099997,11.44,,60.192001,76.182999,68.583,84.410004,15.55,.029999999,69.720001,84.169998,3.0999999
Sint Maarten (Dutch part),SXM,North America,,,,,1223.7646,100,,10.882353,,,,,,,,,,,,,,,,,1.7284651,,,,,41608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Europe,18167.484,24.59314,20.974091,22.85792,113.439,53.729,.31366017,40.056156,.25454423,20,99.186134,81.930984,6.9586463,2267.0886,,,81.199997,77.665855,74.300003,4.8000002,5.1999998,4.3000002,21.200001,3.4000001,.13532807,10.5,9.8000002,23.678473,1.05,5454147,1.5700001,,.1,29.146954,135.59679,23.200001,18.799999,16.4,0,.60000002,.1,1.3927035,.53561884,2.0327399,1.7152261,27.049999,19.190001,22.74,33.299999,49.201,63.834999,56.257999,61.119999,36.09,2.79,66.480003,78.889999,5.75
Slovenia,SVN,Europe,24071.283,24.23929,18.703581,21.5091,103.71194,54.821999,.27053854,61.573071,.23410542,27.777779,98.274323,70.389114,8.5238647,3629.0144,,,84.5,81.529266,78.699997,1.8,2,1.7,31.4,8.3000002,.69630402,9.3000002,9.8999996,31.195896,1.056,2088385,1.61,,.1,30.208923,120.84642,24.4,20.700001,14.4,0,0,0,.48108053,.38315278,.57988721,1.0573941,35.18,23.540001,28.879999,40.5,50.615002,60.459999,55.486,61.610001,34.099998,4.2800002,72.169998,77.919998,4.4499998
Solomon Islands,SLB,Oceania,2289.5288,,,,23.930725,24.209999,.2347457,90.164345,19.733934,4.0816326,,,4.7736239,131.09265,,,74.865997,72.996002,71.300003,17.1,18.700001,15.5,27,1.9,2.5653927,31.955999,4.2319999,6.4561687,1.063,669821,4.3610001,,,.15601136,71.379456,,,,,,,,,,,,,,,83.233002,87.290001,85.276001,50.610001,12.13,37.259998,83.980003,86.669998,.755
Somalia,SOM,Africa,446.85422,,,,24.616486,45.554001,.099989459,9.6546526,14.053339,24.363636,,30.620275,,,,,59.132,57.396999,55.724998,74.800003,80.300003,68.800003,12,3.8,2.8551354,41.584999,10.669,5.6951113,1.03,15442906,5.9780002,.89999998,.1,.63459563,53.273655,,,,,,,,,,,3.6199999,5.9099998,5.46,27.700001,15.963,39.541,27.622999,17.309999,2.4100001,80.279999,23.059999,76.279999,18.827999
South Africa,ZAF,Africa,6125.7354,2.5787799,10.4878,8.0177603,48.271988,66.856003,1.2256057,14.085096,3.7430861,46.347607,,,9.109355,1187.3295,.79229999,,67.679001,64.130997,60.726002,26.299999,28.4,24.200001,37.599998,9.8000002,1.316292,20.129,9.3979998,8.2528973,1.031,58558268,2.381,,18.6,2.1352339,165.59995,,,,,,,36.416721,,,.97805738,17.809999,10.62,13.85,33.299999,33.667999,45.699001,39.535,72.410004,22.309999,5.2800002,54.07,66.309998,28.469999
South Sudan,SSD,Africa,,,,,17.505283,19.899,,11.325622,,28.45953,,,6.0421386,62.992046,,,59.382999,57.846001,56.351002,63.299999,68.400002,58.5,5.6999998,2,.78219706,34.653,10.342,6.1334953,1.04,11062114,4.619,,2,.001807973,20.086281,,,,,,,,,,3.5581849,,,,,62.852001,66.463997,64.646004,23.23,16.389999,60.380001,73.07,74.519997,12.226
Spain,ESP,Europe,28101.527,,,,94.350807,80.565002,.18117702,37.167721,.040505547,44,99.584641,95.665497,9.1321316,3983.9309,,,86.699997,83.831711,81.099998,2.7,3,2.5,11.4,4.1999998,.71771562,7.5999999,8.8000002,29.871122,1.064,47134836,1.23,,.30000001,33.413925,118.4398,34.299999,24.9,25.299999,.60000002,1.2,.69999999,.71250093,.52994317,.90154248,1.2334387,40.459999,21.15,29.969999,33.700001,44.264999,55.533001,49.752998,75.540001,20.43,4.0300002,69.239998,79.050003,14.1
Sri Lanka,LKA,Asia,4228.1494,,,,352.4317,18.584999,.25795582,34.206711,.076329209,5.3333335,,,4.0797968,569.573,1.1539,2.2604001,80.261002,76.977997,73.596001,6.1999998,6.8000002,5.5,22.299999,6.1999998,.61187595,15.544,6.75,16.62273,1.041,21803000,2.188,,.1,7.8143773,132.96259,,,16,,,,3.4796908,2.2452013,4.8175511,2.0111215,33.82,19.870001,24.66,25.6,30.653999,69.375,48.928001,47.150002,27.870001,24.98,37.580002,79.129997,4.3499999
St. Kitts and Nevis,KNA,North America,20472.385,,,,203.20769,30.799,.23113094,42.307693,0,13.333333,,,5.3963284,1506.5057,,,,,,12.9,14.2,11.6,,,.75234038,11.2,,,,52834,,,,38.579784,123.47652,,,,,,,22.712646,,,,,,,,,,,,,,,,
St. Lucia,LCA,North America,10914.503,,,,299.66394,18.754,.27066091,34.049179,.010352512,16.666666,,,4.3246074,697.71027,,,77.580002,76.203003,74.850998,21.6,23.4,19.6,14.3,1.7,.49631977,11.839,7.263,13.985651,1.03,182795,1.424,,,8.6355925,80.852341,,,,,,,25.164803,0,51.09919,,8.2600002,9.4799995,8.9099998,,54.053001,63.860001,58.853001,75.339996,14.69,9.9700003,76.370003,82.029999,15.32
St. Martin (French part),MAF,North America,,,,,760.03998,,,24.799999,,,96.699295,,,,,,83.199997,79.973167,76.900002,,,,,,1.9611077,14.5,4.4000001,,,38002,1.8099999,,,,,,,,,,,,,,,,,,,,,,,,,,,
